Var1,survProbs_exact
02-Feb-2024,0.99501246882793
03-Feb-2025,0.988690475659885
02-Feb-2026,0.981593757795545
02-Feb-2027,0.97419131389725
02-Feb-2028,0.967016522370644
02-Feb-2029,0.960343938611131
04-Feb-2030,0.954181572505813
